geneID	log2Ratio
ENSG00000229715	6.28836166387541
ENSG00000119714	4.26072215803064
ENSG00000173114	-4.51964768421847
ENSG00000052126	4.55119295135223
ENSG00000100365	4.56615106169294
ENSG00000112378	5.35961275688589
ENSG00000236790	7.13415654774757
ENSG00000153898	3.66104580749234
ENSG00000103811	3.59597614875114
ENSG00000059377	4.19649223928457
ENSG00000164649	-3.54927058656658
ENSG00000198885	4.29631267948984
ENSG00000128604	5.7540804539327
ENSG00000108797	4.77358126317853
ENSG00000162630	6.33201831598874
ENSG00000168229	6.2793075903379
ENSG00000146904	-3.06463198172387
ENSG00000102349	3.62101695001265
ENSG00000092096	-4.44092543580499
ENSG00000120915	-2.74869702939197
ENSG00000186810	5.35404742253606
ENSG00000269415	-4.19134582555646
ENSG00000186049	-5.5534618627888
ENSG00000053524	4.54741555296425
ENSG00000081985	4.74390011090609
ENSG00000148848	5.03886423505374
ENSG00000069702	3.23782421639431
ENSG00000163508	5.20050596751162
ENSG00000115604	3.30309571869328
ENSG00000204054	3.54554298339936
ENSG00000075426	4.31172462419752
ENSG00000131747	4.22449713449376
ENSG00000106624	-4.81780751650191
ENSG00000109189	3.04605859954309
ENSG00000256128	5.32948767459211
ENSG00000157985	6.34949837647483
ENSG00000257495	-6.10294581054
ENSG00000188389	5.11045926906518
ENSG00000160219	3.06508118145978
ENSG00000100097	3.82093342361441
ENSG00000120708	5.19556694827266
ENSG00000182871	-3.69123632283865
ENSG00000186594	3.43425014980559
ENSG00000234614	4.60768733019653
ENSG00000035403	2.51388089485536
ENSG00000143889	2.72134720824441
ENSG00000204219	-2.64587139528932
ENSG00000186891	6.07584088620277
ENSG00000112394	-3.20156108184616
ENSG00000068793	2.92892569273585
ENSG00000080493	7.70729128478391
ENSG00000258732	5.97451087005757
ENSG00000120278	4.86978360567372
ENSG00000124788	2.37321396276425
ENSG00000163191	2.74762841201675
ENSG00000008256	2.65565448381336
ENSG00000152256	-2.20776347835079
ENSG00000138758	2.25563789223767
ENSG00000138795	-2.38342420634288
ENSG00000179583	5.41360088610456
ENSG00000105339	3.3332060856962
ENSG00000150457	5.21768310185736
ENSG00000182983	-4.05306373339152
ENSG00000172915	-3.90724748291365
ENSG00000075651	7.48253886490643
ENSG00000102781	2.76328497534856
ENSG00000116574	3.34714644824758
ENSG00000005020	3.30905892360503
ENSG00000182463	-2.93346796951041
ENSG00000033122	-5.96811219231462
ENSG00000130402	2.9798958205191
ENSG00000185272	-3.7366998249728
ENSG00000164938	2.4625453417873
ENSG00000151079	5.80980077912281
ENSG00000234389	6.99362558987693
ENSG00000138172	3.65519272246688
ENSG00000205730	6.48256922717179
ENSG00000233387	4.14449954750682
ENSG00000139318	2.99126163474862
ENSG00000172985	-6.2119782135621
ENSG00000064763	2.85239935009318
ENSG00000104361	4.66290650537134
ENSG00000236213	3.37513710702643
ENSG00000235531	6.47977958897413
ENSG00000145428	-7.59991130391523
ENSG00000159640	6.00681076099713
ENSG00000050030	-3.37374740544489
ENSG00000143842	6.77970840033047
ENSG00000115902	4.57798243912825
ENSG00000206077	3.68026775623347
ENSG00000125810	4.14220240397561
ENSG00000144354	3.85509384045402
ENSG00000223547	-2.46244754849631
ENSG00000004468	-2.98805240643845
ENSG00000174130	4.39132188342855
ENSG00000183134	5.33506772444916
ENSG00000179934	6.16970577181615
ENSG00000091181	4.64789508386976
ENSG00000186197	5.58840711926162
ENSG00000106069	5.17830827665584
ENSG00000137804	3.57162252674892
ENSG00000206561	3.02314129264192
ENSG00000100298	5.71491775941726
ENSG00000197747	2.21689682663022
ENSG00000164484	3.62854843494238
ENSG00000102038	-5.85970736971883
ENSG00000171860	4.27097627130814
ENSG00000236525	6.86782051059423
ENSG00000112419	2.28557046420417
ENSG00000136153	-2.20781460706679
ENSG00000227051	-3.07499630592311
ENSG00000069188	-4.62839251543709
ENSG00000074527	5.88342722834177
ENSG00000163492	-2.54629401323595
ENSG00000171368	4.7056223316132
ENSG00000143179	3.46955399009181
ENSG00000176595	-2.58533027618544
ENSG00000176845	6.51805209791828
ENSG00000227191	3.72134260714202
ENSG00000035720	-2.74966928621667
ENSG00000155629	4.38245090372856
ENSG00000167851	3.40590384070211
ENSG00000124126	2.8765551451449
ENSG00000114948	3.84837636809434
ENSG00000173040	5.07852287279037
ENSG00000124813	2.5297340250475
ENSG00000188404	-2.43903979423348
ENSG00000129277	6.8945583087909
ENSG00000161381	-2.54272125087752
ENSG00000196735	5.67165156565589
ENSG00000137801	5.20258574476394
ENSG00000139187	3.36532117130375
ENSG00000116793	3.01426957476751
ENSG00000182985	4.57917588620036
ENSG00000057704	7.09491519279034
ENSG00000112486	6.41945128565395
ENSG00000118513	-2.9840798406868
ENSG00000107249	-4.42405593145623
ENSG00000136826	3.10121550919423
ENSG00000074966	-2.33484515300822
ENSG00000120885	6.29964934499762
ENSG00000178860	6.61283209765919
ENSG00000135114	3.22151454293864
ENSG00000163568	5.57417369426174
ENSG00000197880	-3.00089875722454
ENSG00000128656	3.19492776034855
ENSG00000152492	3.35036316098047
ENSG00000162772	4.22344070512495
ENSG00000135919	-3.64496984626509
ENSG00000181690	-2.97170127023691
ENSG00000272282	4.3970726092796
ENSG00000157404	6.19462472984045
ENSG00000196914	2.95752251397654
ENSG00000114541	3.14908109824034
ENSG00000070882	1.95855401857476
ENSG00000141458	2.13306955409764
ENSG00000047634	-3.6639626862384
ENSG00000164430	2.86552041630322
ENSG00000106701	3.01547753921585
ENSG00000149970	-3.1556474172243
ENSG00000125735	3.71202139127724
ENSG00000171208	4.69414083715028
ENSG00000146674	2.9499918888045
ENSG00000107281	3.67919764209348
ENSG00000172292	-2.48459369844694
ENSG00000227508	-4.81693994461964
ENSG00000087258	6.72791533308583
ENSG00000246223	-2.14319780711737
ENSG00000123130	2.15135229914444
ENSG00000137812	3.11942624944453
ENSG00000182489	-4.25438754319381
ENSG00000026652	2.34196109320537
ENSG00000173334	3.86460046566771
ENSG00000173848	-2.50895878411739
ENSG00000100154	-3.72937251126404
ENSG00000122378	-3.15560761681519
ENSG00000166681	-2.36167481403783
ENSG00000112902	3.6725147308283
ENSG00000134489	4.55100960144262
ENSG00000102870	-2.71450986574798
ENSG00000258511	-5.78740720011265
ENSG00000152217	5.76735547596625
ENSG00000143167	-2.57017094566424
ENSG00000066279	3.53416624205098
ENSG00000127946	3.30141361208696
ENSG00000158555	3.40348953947534
ENSG00000164136	2.84603172874824
ENSG00000108370	6.9387371336378
ENSG00000119900	2.66669381694433
ENSG00000134352	-2.45621030175005
ENSG00000132561	5.58070161326204
ENSG00000186854	-2.16713499678804
ENSG00000228168	6.14865782287254
ENSG00000138439	-1.90848896664585
ENSG00000064886	-2.17494666846251
ENSG00000118402	3.61955833944783
ENSG00000148773	4.26711947626692
ENSG00000155657	-2.43819856807618
ENSG00000149212	-1.83118204273065
ENSG00000100027	2.9496415509708
ENSG00000196189	5.18711880269106
ENSG00000253284	4.34496884533135
ENSG00000095397	2.75639159323901
ENSG00000135604	2.85161311101488
ENSG00000117090	1.96320352253697
ENSG00000124145	5.30957948660592
ENSG00000272198	2.94133397822676
ENSG00000125384	2.33871623215386
ENSG00000221869	6.23659729991381
ENSG00000255776	3.28505305109247
ENSG00000171310	1.79005910449755
ENSG00000138185	3.67768290187654
ENSG00000035664	4.87250915441108
ENSG00000132932	-3.15978511570553
ENSG00000121152	5.03377080758976
ENSG00000245105	2.95717782169859
ENSG00000141655	6.72757369628165
ENSG00000170522	3.09145359240301
ENSG00000120318	4.90217539414242
ENSG00000175505	4.98112873725667
ENSG00000067082	2.05461421388958
ENSG00000100385	2.59006894736659
ENSG00000261208	6.22725898980675
ENSG00000153563	4.09562385187646
ENSG00000184867	-2.71646479629817
ENSG00000186318	5.09449722629433
ENSG00000073910	1.79525356686016
ENSG00000158286	3.43644826880801
ENSG00000067840	2.92330442652848
ENSG00000224950	4.25710375454777
ENSG00000176824	6.66573488257664
ENSG00000259097	-5.61282440875124
ENSG00000241544	3.92409523035226
ENSG00000163171	2.37632112201894
ENSG00000177173	3.66378439007334
ENSG00000070540	3.20839439351206
ENSG00000091129	-7.04038408364881
ENSG00000204396	4.9538786696652
ENSG00000135046	2.2710475602362
ENSG00000034053	-2.52884559635202
ENSG00000159618	4.12816764396831
ENSG00000186827	3.99766805089665
ENSG00000244509	2.16251757609404
ENSG00000112874	-3.21113758875534
ENSG00000147459	4.9409399185674
ENSG00000150681	5.79387517703196
ENSG00000169554	6.18395113679888
ENSG00000142798	-4.08906381316142
ENSG00000163701	4.91077682133471
ENSG00000101493	-2.23353658177714
ENSG00000144843	4.06836988978002
ENSG00000185261	2.40442835302387
ENSG00000082458	1.89573236523817
ENSG00000115956	6.08153993277591
ENSG00000225479	3.97432579771844
ENSG00000235162	3.03130475292889
ENSG00000182472	2.91561071251495
ENSG00000162783	2.83018316476868
ENSG00000119771	-4.80457985062153
ENSG00000213719	1.95517769681173
ENSG00000175352	4.03659381537105
ENSG00000144218	-2.78018791450785
ENSG00000213071	2.92332659277852
ENSG00000033327	2.81068721516538
ENSG00000155090	3.31930333828766
ENSG00000058668	2.32176616637173
ENSG00000028137	2.1449739681766
ENSG00000236946	2.75792789989522
ENSG00000143013	2.08264953216719
ENSG00000127951	3.10104481162895
ENSG00000211694	3.04343337896069
ENSG00000164111	2.0272316193029
ENSG00000115594	5.07101056159149
ENSG00000071205	2.07127068084426
ENSG00000197093	-3.35428765270146
ENSG00000099139	-2.81749294764574
ENSG00000133808	3.79921373493094
ENSG00000112782	2.83809084354162
ENSG00000196586	3.26686553255796
ENSG00000123453	-2.48694635245782
ENSG00000188677	2.54280014881279
ENSG00000264745	4.19400228906454
ENSG00000088256	-4.02175873615452
ENSG00000174837	-2.2959346814108
ENSG00000147457	-1.68943868557162
ENSG00000002586	1.82601140108889
ENSG00000069974	1.96710777401522
ENSG00000225471	6.02593953768803
ENSG00000184293	5.00539056126078
ENSG00000102934	-4.06629459669807
ENSG00000025708	2.82663595950641
ENSG00000092853	4.18355441257461
ENSG00000156738	4.14273847424155
ENSG00000077264	3.57945758324988
ENSG00000182534	3.41118339057343
ENSG00000154845	1.71042847016594
ENSG00000197943	4.69153181170561
ENSG00000231682	-2.39991215789575
ENSG00000187210	2.50824855542682
ENSG00000128245	2.06035839815143
ENSG00000100628	4.92131492613065
ENSG00000273319	4.67868515088219
ENSG00000258875	3.00190546180971
ENSG00000230747	3.90044572779507
ENSG00000232810	3.14041040457895
ENSG00000147119	2.42856142420701
ENSG00000198756	6.24944923307801
ENSG00000059915	-2.96246827202908
ENSG00000141682	2.5970640588402
ENSG00000110324	1.92031527540611
ENSG00000142634	2.40868506605573
ENSG00000198046	-3.61767761178992
ENSG00000184371	2.80157729543743
ENSG00000196975	2.45135508951539
ENSG00000169902	-3.3056583704477
ENSG00000131069	-1.96225092198304
ENSG00000117560	6.13354156307081
ENSG00000233008	-3.50030614044671
ENSG00000146376	2.25982338570185
ENSG00000173530	-1.77233072725172
ENSG00000175305	3.28020192496632
ENSG00000088325	4.18955841927343
ENSG00000168280	2.2286663160941
ENSG00000164105	3.21175687114464
ENSG00000171596	5.87583952128182
ENSG00000228956	-2.25886173466321
ENSG00000029534	3.38465140225094
ENSG00000197763	-3.33124943788968
ENSG00000105426	-5.3789710046472
ENSG00000175779	6.53563806804678
ENSG00000157107	3.34101699835301
ENSG00000233306	5.40513986660042
ENSG00000187862	-4.57271876864671
ENSG00000056736	6.17676817609927
ENSG00000122547	2.15216105411308
ENSG00000117643	-2.4022861418298
ENSG00000003249	-3.95827822913813
ENSG00000162373	-3.70998561409696
ENSG00000238121	2.00615158621806
ENSG00000231389	2.90357225199641
ENSG00000076706	4.49641709900436
ENSG00000105281	2.93844898581424
ENSG00000116016	4.27000014074808
ENSG00000054392	2.21581541294553
ENSG00000057019	-2.96598284750797
ENSG00000121594	5.34311468429946
ENSG00000145730	2.01662008447576
ENSG00000184014	-2.05157139631092
ENSG00000259056	-4.88793039029008
ENSG00000162594	5.65097800865013
ENSG00000128309	3.33799304451988
ENSG00000080573	5.9607771434484
ENSG00000019582	1.83470234162866
ENSG00000196422	5.35135606455915
ENSG00000072840	5.78043284159015
ENSG00000164402	1.79009839290765
ENSG00000111817	2.49975508553408
ENSG00000233355	-2.10458674089555
ENSG00000124243	-2.35189313592096
ENSG00000145284	4.77151498547697
ENSG00000181215	5.76259216760119
ENSG00000251301	4.66142488029112
ENSG00000136960	-2.41373145992663
ENSG00000075213	-6.35322577904317
ENSG00000198208	-2.29234177451731
ENSG00000143891	1.7262660902352
ENSG00000138778	2.2228019953889
ENSG00000097096	-1.76794275546211
ENSG00000170500	5.73965514232983
ENSG00000136014	-2.37257701402193
ENSG00000178732	-2.67357863144358
ENSG00000159128	-1.98055811326244
ENSG00000269821	2.13846423183315
ENSG00000164283	5.2638565191249
ENSG00000173621	4.27796470875679
ENSG00000150961	1.60569058984196
ENSG00000138160	2.31361302970034
ENSG00000124019	3.7206194455063
ENSG00000167191	-3.56796973932764
ENSG00000154451	1.68778573114601
ENSG00000226025	-4.66445314886922
ENSG00000127955	-3.66140493432933
ENSG00000016391	5.13292261517415
ENSG00000134198	2.69321961938764
ENSG00000088992	3.67331887234467
ENSG00000162543	3.27437453323393
ENSG00000220517	3.74505982719032
ENSG00000163297	1.54978839924813
ENSG00000232208	-5.89576932535653
ENSG00000184730	2.7964207337182
ENSG00000173585	2.88728720840076
ENSG00000122694	1.6678652484535
ENSG00000204475	2.13891290726636
ENSG00000266714	-2.09552796425691
ENSG00000029153	5.87496328688065
ENSG00000172653	5.70560099338889
ENSG00000156675	1.95754690491012
ENSG00000128567	5.07803426009229
ENSG00000117519	-2.73790044089959
ENSG00000104432	6.23941759974249
ENSG00000073282	5.12716016247595
ENSG00000102755	-3.99449698727088
ENSG00000211667	6.2298953393197
ENSG00000146242	5.1578748215106
ENSG00000256862	-2.1543467949028
ENSG00000145220	2.2372527739607
ENSG00000145703	1.48264476172551
ENSG00000136856	4.97476953207892
ENSG00000012779	2.82537851645002
ENSG00000235576	2.73102712740151
ENSG00000115423	-2.02692219585607
ENSG00000163564	1.89404589511752
ENSG00000163082	3.09579172275429
ENSG00000117461	3.53424133426683
ENSG00000099282	2.71163336403139
ENSG00000184731	4.43660456437918
ENSG00000125864	4.3673590853444
ENSG00000164574	1.71635053921079
ENSG00000008516	3.54219483255101
ENSG00000066294	1.82114787274102
ENSG00000234773	-3.51390161960808
ENSG00000255733	2.60556157733857
ENSG00000237248	2.63970214988131
ENSG00000065989	4.21496195332472
ENSG00000167553	1.82933091827087
ENSG00000010030	2.96276476175459
ENSG00000121957	3.11166854011649
ENSG00000134698	1.68604820240356
ENSG00000101298	-2.08900636698209
ENSG00000069667	1.69711684663696
ENSG00000214279	2.49203517099309
ENSG00000226640	5.07498907235142
ENSG00000223865	2.46957217397679
ENSG00000158966	-5.42498504573752
ENSG00000123684	1.72667975434093
ENSG00000110446	-2.88556394258522
ENSG00000196440	-1.62516099396534
ENSG00000215267	2.48487260196696
ENSG00000221855	-4.3342179566274
ENSG00000141622	5.27232904939479
ENSG00000138180	5.53075629248931
ENSG00000197442	1.66948110350659
ENSG00000132359	2.17585412706545
ENSG00000188636	1.91702265051217
ENSG00000183735	2.11957378966773
ENSG00000178773	4.9459093965302
ENSG00000141540	2.02795230475219
ENSG00000211689	3.12001116769508
ENSG00000128487	2.25155201977022
ENSG00000154240	2.65580877571607
ENSG00000141753	3.64259791296832
ENSG00000152784	1.78893077781192
ENSG00000180739	6.20821397988119
ENSG00000134308	1.71454520146923
ENSG00000173905	4.50981208866504
ENSG00000227036	3.55547737556849
ENSG00000225079	3.64365479479317
ENSG00000229151	-2.65811858702562
ENSG00000121964	2.00607118645546
ENSG00000123240	1.39582089151068
ENSG00000147889	4.06612307648365
ENSG00000211695	5.73614517801303
ENSG00000105374	6.15799764641237
ENSG00000199218	-3.27655871898118
ENSG00000212694	-2.00383133586807
ENSG00000166770	-3.38465628154318
ENSG00000259278	5.98939394693508
ENSG00000121690	-3.52547100117682
ENSG00000162676	1.88997202812544
ENSG00000154227	-2.91733919286876
ENSG00000104725	2.09396857594208
ENSG00000116514	1.84159730779971
ENSG00000170222	-1.73603104845398
ENSG00000184613	-1.66117841215668
ENSG00000165568	-1.84262917933249
ENSG00000069869	1.81000266348129
ENSG00000228140	2.32765446887455
ENSG00000253522	3.44580129460921
ENSG00000021300	-1.57192455946392
ENSG00000162073	4.11865771699274
ENSG00000131459	5.36543452135576
ENSG00000010319	4.8233998382623
ENSG00000026751	6.15326618215674
ENSG00000225756	-2.63291882394044
ENSG00000167383	-3.14922745134769
ENSG00000137474	4.80605824091539
ENSG00000163393	4.03876870168508
ENSG00000166126	-2.79249355884886
ENSG00000160013	-4.34684137284408
ENSG00000248323	3.22612146421204
ENSG00000070961	1.70625641639752
ENSG00000118200	-1.71572475577268
ENSG00000115523	6.032275028538
ENSG00000042493	1.77009997598766
ENSG00000147883	5.32633345312962
ENSG00000051108	1.43076996970621
ENSG00000155970	-1.9856435414424
ENSG00000066468	5.28701438210759
ENSG00000198826	1.78126440099916
ENSG00000102265	1.92976004658898
ENSG00000112303	-2.06949200250909
ENSG00000107331	2.62243746851758
ENSG00000163864	-2.55250678169926
ENSG00000162894	-1.50828803220528
ENSG00000172867	-3.72066547010463
ENSG00000151651	1.94375031015128
ENSG00000100600	-2.24531197481232
ENSG00000256720	2.78199036765896
ENSG00000272053	2.52065618498555
ENSG00000162929	1.93943893782741
ENSG00000241316	-2.39800382519741
ENSG00000146021	-1.60380769315785
ENSG00000170017	2.19771950582912
ENSG00000169047	-2.2178413593772
ENSG00000151692	-1.43638930518342
ENSG00000181754	-1.4156265847637
ENSG00000235194	-1.47486764499041
ENSG00000215386	-5.22378074283481
ENSG00000256937	2.89574197357523
ENSG00000054793	4.85993174660719
ENSG00000162909	1.40480809057564
ENSG00000254275	2.93449084081754
ENSG00000176293	-3.44934820726475
ENSG00000175274	4.27564508761227
ENSG00000258565	-4.81384154261211
ENSG00000263417	-4.15808415127151
ENSG00000271964	-1.73843252231906
ENSG00000150637	1.57505386044624
ENSG00000155966	-2.7027391230584
ENSG00000060558	5.53419082669618
ENSG00000154814	-1.64172119251984
ENSG00000134709	-1.82460638742835
ENSG00000142669	1.64290874945518
ENSG00000176049	2.34597681901259
ENSG00000148429	-2.12393234878486
ENSG00000250889	-2.02059619687834
ENSG00000125827	1.55197758200174
ENSG00000135722	2.30288340756998
ENSG00000203747	4.89783462772412
ENSG00000260807	-2.62497114274476
ENSG00000145850	-2.69272231191933
ENSG00000176485	2.92893954401081
ENSG00000239713	1.99596578557918
ENSG00000047365	1.96744011885718
ENSG00000151320	-2.48917172139794
ENSG00000117594	4.7506461634294
ENSG00000224383	5.19851947797307
ENSG00000125462	3.14326071203847
ENSG00000180539	5.15452633681746
ENSG00000113249	-2.52414064106592
ENSG00000124564	4.92678195745629
ENSG00000130222	3.38760545172127
ENSG00000134531	3.52574423631309
ENSG00000164342	3.14695321695059
ENSG00000112149	2.12939054566688
ENSG00000065833	5.19856020511819
ENSG00000184005	-2.90129337267149
ENSG00000205133	3.14919119332502
ENSG00000008517	1.49932033718259
ENSG00000198932	-1.52815536962104
ENSG00000185477	1.40195795118658
ENSG00000261685	-2.64078864243594
ENSG00000177707	2.04406594213391
ENSG00000240498	4.03746951695736
ENSG00000135404	1.4866284658799
ENSG00000106868	1.76040229440854
ENSG00000173581	-3.48510840590375
ENSG00000066735	4.44544553352862
ENSG00000130635	3.78276339871772
ENSG00000227018	-2.38510399274769
ENSG00000062716	1.6192531717843
ENSG00000139610	-3.17450408566881
ENSG00000068028	1.48797963118679
ENSG00000167460	1.47036526880151
ENSG00000169242	-4.16555237685894
ENSG00000251364	-2.89174078733161
ENSG00000152894	-2.90104152477193
ENSG00000133302	1.80128053127051
ENSG00000214595	2.71829294315858
ENSG00000187824	-3.02877574998722
ENSG00000111879	-1.98564118979395
ENSG00000166313	-1.64903785832887
ENSG00000225889	-2.77600893147457
ENSG00000213420	-2.7277437379608
ENSG00000176928	-2.12050149427744
ENSG00000198901	2.11951764863122
ENSG00000163659	2.17769995957642
ENSG00000155366	2.82257251623567
ENSG00000188266	-2.71551099162115
ENSG00000272168	-4.89515125562911
ENSG00000189057	4.23343894029157
ENSG00000225720	4.86896789346459
ENSG00000168824	2.55007591270811
ENSG00000117411	3.99170199263925
ENSG00000167768	2.49545780516963
ENSG00000174292	-2.02435477487543
ENSG00000176124	1.90640704034894
ENSG00000120875	5.57983821947941
ENSG00000173926	-2.69735033815337
ENSG00000154153	-1.91287020508808
ENSG00000174944	2.99968914017917
ENSG00000164171	3.89819423164834
ENSG00000023171	1.96211988607207
ENSG00000239794	3.77012966157032
ENSG00000168329	5.80621393931595
ENSG00000253982	-1.72096689884312
ENSG00000267764	5.65500826091693
ENSG00000089060	-1.70698231205859
ENSG00000148053	5.63904289729814
ENSG00000271361	3.75070672323588
ENSG00000220412	3.05214138493016
ENSG00000136213	1.87115859064101
ENSG00000173852	1.95321648624444
ENSG00000122126	-1.81242352707805
ENSG00000176659	3.05081813892496
ENSG00000269871	2.21368477554128
ENSG00000168807	1.74268399563437
ENSG00000211696	5.15766445521805
ENSG00000107796	3.26097552100407
ENSG00000166405	-1.47961119774397
ENSG00000256427	2.74891966702024
ENSG00000188738	-2.81297363874004
ENSG00000137502	-1.72204541489247
ENSG00000187741	1.94735053036783
ENSG00000221968	2.31135771060391
ENSG00000163486	1.74771857281338
ENSG00000085117	1.74870127987791
ENSG00000006576	1.46789533482299
ENSG00000165185	-2.10505805314185
ENSG00000074590	5.6576855128916
ENSG00000060982	3.56893248774436
ENSG00000173559	1.229139491108
ENSG00000160224	4.62134104807418
ENSG00000007237	4.82831705722367
ENSG00000123843	-4.99602826039811
ENSG00000269069	-1.83679067671744
ENSG00000119969	1.49478595750666
ENSG00000153814	1.82107316227659
ENSG00000080200	1.86013090601725
ENSG00000169641	1.25902728818996
ENSG00000064652	2.04318808475724
ENSG00000167642	-1.6452917308453
ENSG00000061337	2.51321104711673
ENSG00000114166	1.48649805469429
ENSG00000166949	1.90867946232921
ENSG00000150627	-3.62886927147795
ENSG00000170345	2.08091351528789
ENSG00000134030	3.20130329582979
ENSG00000188211	1.98725694325631
ENSG00000160588	1.4707261855512
ENSG00000270069	2.58821899469628
ENSG00000182247	-2.60958037022088
ENSG00000267128	-2.58685442574344
ENSG00000182158	1.86806017068987
ENSG00000114346	1.96959417040549
ENSG00000170485	-2.76863887296404
ENSG00000184602	-1.98083960528086
ENSG00000111252	1.49598445073405
ENSG00000233850	-2.48158303805326
ENSG00000162889	1.4212251086774
ENSG00000164483	1.76313737922044
ENSG00000267508	-2.21478468537279
ENSG00000137807	4.16380970174846
ENSG00000179456	-1.41512205167875
ENSG00000225632	-5.20087108564605
ENSG00000109674	3.87621861170825
ENSG00000249786	2.53961614844668
ENSG00000166900	1.67653169197575
ENSG00000131149	2.12089633670444
ENSG00000092621	-3.02187376782479
ENSG00000152527	-2.36029279324493
ENSG00000107485	2.18199596796082
ENSG00000148908	-1.47600609449604
ENSG00000048052	4.90753676054322
ENSG00000076351	-2.35266145298656
ENSG00000160007	1.67319571068964
ENSG00000204262	-2.55114562717183
ENSG00000205784	-1.78449955713854
ENSG00000139117	1.71607215509371
ENSG00000146433	1.29946442309256
ENSG00000178053	2.80670087582929
ENSG00000198520	-2.11478308253138
ENSG00000145700	-1.97040764409927
ENSG00000238197	-1.76514523173818
ENSG00000198846	2.36175123528023
ENSG00000151490	-2.27110579519667
ENSG00000039560	3.5388321109281
ENSG00000187134	-1.97983312623513
ENSG00000226380	1.68190010557077
ENSG00000186314	3.39552847042278
ENSG00000173890	-2.07854816866608
ENSG00000112182	-1.82068053971622
ENSG00000074657	2.31939056168155
ENSG00000132170	5.43505879272538
ENSG00000103381	1.88779177719765
ENSG00000100450	5.7684367696956
ENSG00000138814	1.49101785935753
ENSG00000100181	-5.43359420156144
ENSG00000099204	-1.3129461473552
